Name,Display Name,Description,Type,Required,Choices,Units,Default Value
extra_refrigerator_usage_multiplier,Extra Refrigerator: Usage Multiplier,"Multiplier on the extra refrigerator energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-refrigerators'>HPXML Refrigerators</a>) is used.",Double,false,,,
freezer_present,Freezer: Present,Whether there is a freezer present.,Boolean,true,"['true', 'false']",,false
freezer_location,Freezer: Location,"The space type for the freezer location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-freezers'>HPXML Freezers</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
freezer_rated_annual_kwh,Freezer: Rated Annual Consumption,"The EnergyGuide rated annual energy consumption for a freezer. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-freezers'>HPXML Freezers</a>) is used.",Double,false,,kWh/yr,
freezer_usage_multiplier,Freezer: Usage Multiplier,"Multiplier on the freezer energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-freezers'>HPXML Freezers</a>) is used.",Double,false,,,
cooking_range_oven_present,Cooking Range/Oven: Present,Whether there is a cooking range/oven present.,Boolean,true,"['true', 'false']",,true
cooking_range_oven_location,Cooking Range/Oven: Location,"The space type for the cooking range/oven location. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-cooking-range-oven'>HPXML Cooking Range/Oven</a>) is used.",Choice,false,"['conditioned space', 'basement - conditioned', 'basement - unconditioned', 'garage', 'other housing unit', 'other heated space', 'other multifamily buffer space', 'other non-freezing space']",,
cooking_range_oven_fuel_type,Cooking Range/Oven: Fuel Type,Type of fuel used by the cooking range/oven.,Choice,true,"['electricity', 'natural gas', 'fuel oil', 'propane', 'wood', 'coal']",,natural gas
cooking_range_oven_is_induction,Cooking Range/Oven: Is Induction,"Whether the cooking range is induction. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-cooking-range-oven'>HPXML Cooking Range/Oven</a>) is used.",Boolean,false,"['true', 'false']",,
cooking_range_oven_is_convection,Cooking Range/Oven: Is Convection,"Whether the oven is convection. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-cooking-range-oven'>HPXML Cooking Range/Oven</a>) is used.",Boolean,false,"['true', 'false']",,
cooking_range_oven_usage_multiplier,Cooking Range/Oven: Usage Multiplier,"Multiplier on the cooking range/oven energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-cooking-range-oven'>HPXML Cooking Range/Oven</a>) is used.",Double,false,,,
ceiling_fan_present,Ceiling Fan: Present,Whether there are any ceiling fans.,Boolean,true,"['true', 'false']",,true
ceiling_fan_label_energy_use,Ceiling Fan: Label Energy Use,"The label average energy use of the ceiling fan(s). If neither Efficiency nor Label Energy Use provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-ceiling-fans'>HPXML Ceiling Fans</a>) is used.",Double,false,,W,
ceiling_fan_efficiency,Ceiling Fan: Efficiency,"The efficiency rating of the ceiling fan(s) at medium speed. Only used if Label Energy Use not provided. If neither Efficiency nor Label Energy Use provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-ceiling-fans'>HPXML Ceiling Fans</a>) is used.",Double,false,,CFM/W,
ceiling_fan_quantity,Ceiling Fan: Quantity,"Total number of ceiling fans. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-ceiling-fans'>HPXML Ceiling Fans</a>) is used.",Integer,false,,#,
ceiling_fan_cooling_setpoint_temp_offset,Ceiling Fan: Cooling Setpoint Temperature Offset,"The cooling setpoint temperature offset during months when the ceiling fans are operating. Only applies if ceiling fan quantity is greater than zero. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-ceiling-fans'>HPXML Ceiling Fans</a>) is used.",Double,false,,F,
misc_plug_loads_television_present,Misc Plug Loads: Television Present,Whether there are televisions.,Boolean,true,"['true', 'false']",,true
misc_plug_loads_television_annual_kwh,Misc Plug Loads: Television Annual kWh,"The annual energy consumption of the television plug loads. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,kWh/yr,
misc_plug_loads_television_usage_multiplier,Misc Plug Loads: Television Usage Multiplier,"Multiplier on the television energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,,
misc_plug_loads_other_annual_kwh,Misc Plug Loads: Other Annual kWh,"The annual energy consumption of the other residual plug loads. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,kWh/yr,
misc_plug_loads_other_frac_sensible,Misc Plug Loads: Other Sensible Fraction,"Fraction of other residual plug loads' internal gains that are sensible. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,Frac,
misc_plug_loads_other_frac_latent,Misc Plug Loads: Other Latent Fraction,"Fraction of other residual plug loads' internal gains that are latent. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,Frac,
misc_plug_loads_other_usage_multiplier,Misc Plug Loads: Other Usage Multiplier,"Multiplier on the other energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,,
misc_plug_loads_well_pump_present,Misc Plug Loads: Well Pump Present,Whether there is a well pump.,Boolean,true,"['true', 'false']",,false
misc_plug_loads_well_pump_annual_kwh,Misc Plug Loads: Well Pump Annual kWh,"The annual energy consumption of the well pump plug loads. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,kWh/yr,
misc_plug_loads_well_pump_usage_multiplier,Misc Plug Loads: Well Pump Usage Multiplier,"Multiplier on the well pump energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,,
misc_plug_loads_vehicle_present,Misc Plug Loads: Vehicle Present,Whether there is an electric vehicle.,Boolean,true,"['true', 'false']",,false
misc_plug_loads_vehicle_annual_kwh,Misc Plug Loads: Vehicle Annual kWh,"The annual energy consumption of the electric vehicle plug loads. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,kWh/yr,
misc_plug_loads_vehicle_usage_multiplier,Misc Plug Loads: Vehicle Usage Multiplier,"Multiplier on the electric vehicle energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-plug-loads'>HPXML Plug Loads</a>) is used.",Double,false,,,
misc_fuel_loads_grill_present,Misc Fuel Loads: Grill Present,Whether there is a fuel loads grill.,Boolean,true,"['true', 'false']",,false
misc_fuel_loads_grill_fuel_type,Misc Fuel Loads: Grill Fuel Type,The fuel type of the fuel loads grill.,Choice,true,"['natural gas', 'fuel oil', 'propane', 'wood', 'wood pellets']",,natural gas
misc_fuel_loads_grill_annual_therm,Misc Fuel Loads: Grill Annual therm,"The annual energy consumption of the fuel loads grill. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>) is used.",Double,false,,therm/yr,
misc_fuel_loads_grill_usage_multiplier,Misc Fuel Loads: Grill Usage Multiplier,"Multiplier on the fuel loads grill energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>) is used.",Double,false,,,
misc_fuel_loads_lighting_present,Misc Fuel Loads: Lighting Present,Whether there is fuel loads lighting.,Boolean,true,"['true', 'false']",,false
misc_fuel_loads_lighting_fuel_type,Misc Fuel Loads: Lighting Fuel Type,The fuel type of the fuel loads lighting.,Choice,true,"['natural gas', 'fuel oil', 'propane', 'wood', 'wood pellets']",,natural gas
misc_fuel_loads_lighting_annual_therm,Misc Fuel Loads: Lighting Annual therm,"The annual energy consumption of the fuel loads lighting. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>)is used.",Double,false,,therm/yr,
misc_fuel_loads_lighting_usage_multiplier,Misc Fuel Loads: Lighting Usage Multiplier,"Multiplier on the fuel loads lighting energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>) is used.",Double,false,,,
misc_fuel_loads_fireplace_present,Misc Fuel Loads: Fireplace Present,Whether there is fuel loads fireplace.,Boolean,true,"['true', 'false']",,false
misc_fuel_loads_fireplace_fuel_type,Misc Fuel Loads: Fireplace Fuel Type,The fuel type of the fuel loads fireplace.,Choice,true,"['natural gas', 'fuel oil', 'propane', 'wood', 'wood pellets']",,natural gas
misc_fuel_loads_fireplace_annual_therm,Misc Fuel Loads: Fireplace Annual therm,"The annual energy consumption of the fuel loads fireplace. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>) is used.",Double,false,,therm/yr,
misc_fuel_loads_fireplace_frac_sensible,Misc Fuel Loads: Fireplace Sensible Fraction,"Fraction of fireplace residual fuel loads' internal gains that are sensible. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>) is used.",Double,false,,Frac,
misc_fuel_loads_fireplace_frac_latent,Misc Fuel Loads: Fireplace Latent Fraction,"Fraction of fireplace residual fuel loads' internal gains that are latent. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>) is used.",Double,false,,Frac,
misc_fuel_loads_fireplace_usage_multiplier,Misc Fuel Loads: Fireplace Usage Multiplier,"Multiplier on the fuel loads fireplace energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#hpxml-fuel-loads'>HPXML Fuel Loads</a>) is used.",Double,false,,,
pool_present,Pool: Present,Whether there is a pool.,Boolean,true,"['true', 'false']",,false
pool_pump_annual_kwh,Pool: Pump Annual kWh,"The annual energy consumption of the pool pump. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#pool-pump'>Pool Pump</a>) is used.",Double,false,,kWh/yr,
pool_pump_usage_multiplier,Pool: Pump Usage Multiplier,"Multiplier on the pool pump energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#pool-pump'>Pool Pump</a>) is used.",Double,false,,,
pool_heater_type,Pool: Heater Type,The type of pool heater. Use 'none' if there is no pool heater.,Choice,true,"['none', 'electric resistance', 'gas fired', 'heat pump']",,none
pool_heater_annual_kwh,Pool: Heater Annual kWh,"The annual energy consumption of the electric resistance pool heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#pool-heater'>Pool Heater</a>) is used.",Double,false,,kWh/yr,
pool_heater_annual_therm,Pool: Heater Annual therm,"The annual energy consumption of the gas fired pool heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#pool-heater'>Pool Heater</a>) is used.",Double,false,,therm/yr,
pool_heater_usage_multiplier,Pool: Heater Usage Multiplier,"Multiplier on the pool heater energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#pool-heater'>Pool Heater</a>) is used.",Double,false,,,
permanent_spa_present,Permanent Spa: Present,Whether there is a permanent spa.,Boolean,true,"['true', 'false']",,false
permanent_spa_pump_annual_kwh,Permanent Spa: Pump Annual kWh,"The annual energy consumption of the permanent spa pump. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#permanent-spa-pump'>Permanent Spa Pump</a>) is used.",Double,false,,kWh/yr,
permanent_spa_pump_usage_multiplier,Permanent Spa: Pump Usage Multiplier,"Multiplier on the permanent spa pump energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#permanent-spa-pump'>Permanent Spa Pump</a>) is used.",Double,false,,,
permanent_spa_heater_type,Permanent Spa: Heater Type,The type of permanent spa heater. Use 'none' if there is no permanent spa heater.,Choice,true,"['none', 'electric resistance', 'gas fired', 'heat pump']",,none
permanent_spa_heater_annual_kwh,Permanent Spa: Heater Annual kWh,"The annual energy consumption of the electric resistance permanent spa heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#permanent-spa-heater'>Permanent Spa Heater</a>) is used.",Double,false,,kWh/yr,
permanent_spa_heater_annual_therm,Permanent Spa: Heater Annual therm,"The annual energy consumption of the gas fired permanent spa heater. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#permanent-spa-heater'>Permanent Spa Heater</a>) is used.",Double,false,,therm/yr,
permanent_spa_heater_usage_multiplier,Permanent Spa: Heater Usage Multiplier,"Multiplier on the permanent spa heater energy usage that can reflect, e.g., high/low usage occupants. If not provided, the OS-HPXML default (see <a href='https://openstudio-hpxml.readthedocs.io/en/v1.10.0/workflow_inputs.html#permanent-spa-heater'>Permanent Spa Heater</a>) is used.",Double,false,,,
emissions_scenario_names,Emissions: Scenario Names,"Names of emissions scenarios. If multiple scenarios, use a comma-separated list. If not provided, no emissions scenarios are calculated.",String,false,,,
emissions_types,Emissions: Types,"Types of emissions (e.g., CO2e, NOx, etc.). If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_electricity_units,Emissions: Electricity Units,"Electricity emissions factors units. If multiple scenarios, use a comma-separated list. Only lb/MWh and kg/MWh are allowed.",String,false,,,
emissions_electricity_values_or_filepaths,Emissions: Electricity Values or File Paths,"Electricity emissions factors values, specified as either an annual factor or an absolute/relative path to a file with hourly factors. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_electricity_number_of_header_rows,Emissions: Electricity Files Number of Header Rows,"The number of header rows in the electricity emissions factor file. Only applies when an electricity filepath is used. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_electricity_column_numbers,Emissions: Electricity Files Column Numbers,"The column number in the electricity emissions factor file. Only applies when an electricity filepath is used. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_fossil_fuel_units,Emissions: Fossil Fuel Units,"Fossil fuel emissions factors units. If multiple scenarios, use a comma-separated list. Only lb/MBtu and kg/MBtu are allowed.",String,false,,,
emissions_natural_gas_values,Emissions: Natural Gas Values,"Natural gas emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_propane_values,Emissions: Propane Values,"Propane emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_fuel_oil_values,Emissions: Fuel Oil Values,"Fuel oil emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_coal_values,Emissions: Coal Values,"Coal emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_wood_values,Emissions: Wood Values,"Wood emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list.",String,false,,,
emissions_wood_pellets_values,Emissions: Wood Pellets Values,"Wood pellets emissions factors values, specified as an annual factor. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_scenario_names,Utility Bills: Scenario Names,"Names of utility bill scenarios. If multiple scenarios, use a comma-separated list. If not provided, no utility bills scenarios are calculated.",String,false,,,
utility_bill_electricity_filepaths,Utility Bills: Electricity File Paths,"Electricity tariff file specified as an absolute/relative path to a file with utility rate structure information. Tariff file must be formatted to OpenEI API version 7. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_electricity_fixed_charges,Utility Bills: Electricity Fixed Charges,"Electricity utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_natural_gas_fixed_charges,Utility Bills: Natural Gas Fixed Charges,"Natural gas utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_propane_fixed_charges,Utility Bills: Propane Fixed Charges,"Propane utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_fuel_oil_fixed_charges,Utility Bills: Fuel Oil Fixed Charges,"Fuel oil utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_coal_fixed_charges,Utility Bills: Coal Fixed Charges,"Coal utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_wood_fixed_charges,Utility Bills: Wood Fixed Charges,"Wood utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_wood_pellets_fixed_charges,Utility Bills: Wood Pellets Fixed Charges,"Wood pellets utility bill monthly fixed charges. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_electricity_marginal_rates,Utility Bills: Electricity Marginal Rates,"Electricity utility bill marginal rates. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_natural_gas_marginal_rates,Utility Bills: Natural Gas Marginal Rates,"Natural gas utility bill marginal rates. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_propane_marginal_rates,Utility Bills: Propane Marginal Rates,"Propane utility bill marginal rates. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_fuel_oil_marginal_rates,Utility Bills: Fuel Oil Marginal Rates,"Fuel oil utility bill marginal rates. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_coal_marginal_rates,Utility Bills: Coal Marginal Rates,"Coal utility bill marginal rates. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_wood_marginal_rates,Utility Bills: Wood Marginal Rates,"Wood utility bill marginal rates. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_wood_pellets_marginal_rates,Utility Bills: Wood Pellets Marginal Rates,"Wood pellets utility bill marginal rates. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_pv_compensation_types,Utility Bills: PV Compensation Types,"Utility bill PV compensation types. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_pv_net_metering_annual_excess_sellback_rate_types,Utility Bills: PV Net Metering Annual Excess Sellback Rate Types,"Utility bill PV net metering annual excess sellback rate types. Only applies if the PV compensation type is 'NetMetering'. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_pv_net_metering_annual_excess_sellback_rates,Utility Bills: PV Net Metering Annual Excess Sellback Rates,"Utility bill PV net metering annual excess sellback rates. Only applies if the PV compensation type is 'NetMetering' and the PV annual excess sellback rate type is 'User-Specified'. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_pv_feed_in_tariff_rates,Utility Bills: PV Feed-In Tariff Rates,"Utility bill PV annual full/gross feed-in tariff rates. Only applies if the PV compensation type is 'FeedInTariff'. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_pv_monthly_grid_connection_fee_units,Utility Bills: PV Monthly Grid Connection Fee Units,"Utility bill PV monthly grid connection fee units. If multiple scenarios, use a comma-separated list.",String,false,,,
utility_bill_pv_monthly_grid_connection_fees,Utility Bills: PV Monthly Grid Connection Fees,"Utility bill PV monthly grid connection fees. If multiple scenarios, use a comma-separated list.",String,false,,,
additional_properties,Additional Properties,"Additional properties specified as key-value pairs (i.e., key=value). If multiple additional properties, use a |-separated list. For example, 'LowIncome=false|Remodeled|Description=2-story home in Denver'. These properties will be stored in the HPXML file under /HPXML/SoftwareInfo/extension/AdditionalProperties.",String,false,,,
combine_like_surfaces,Combine like surfaces?,"If true, combines like surfaces to simplify the HPXML file generated.",Boolean,false,"['true', 'false']",,false
apply_defaults,Apply Default Values?,"If true, applies OS-HPXML default values to the HPXML output file. Setting to true will also force validation of the HPXML output file before applying OS-HPXML default values.",Boolean,false,"['true', 'false']",,false
apply_validation,Apply Validation?,"If true, validates the HPXML output file. Set to false for faster performance. Note that validation is not needed if the HPXML file will be validated downstream (e.g., via the HPXMLtoOpenStudio measure).",Boolean,false,"['true', 'false']",,false
